name,createdAt,tick,leftPoint,rightPoint,angleOfVector,lengthOfVector,differenceX,differenceY,meanX,meanY
eye,1580312716533,345,"{""x"":139.4095985995556,""y"":110.10033468818096}","{""x"":182.20926883666382,""y"":110.37599432857525}",0.3690195625558213,42.8005579477949,42.79967023710822,0.2756596403942808,160.80943371810972,110.2381645083781
eye,1580312716617,346,"{""x"":141.18515131523066,""y"":111.12226927103558}","{""x"":183.99352321992643,""y"":111.12756234460485}",0.007084380020372836,42.80837223192882,42.808371904695775,0.005293073569276885,162.58933726757854,111.12491580782022
eye,1580312716695,347,"{""x"":142.2617246673086,""y"":111.49251726048635}","{""x"":185.2507167796353,""y"":111.40833618096144}",-0.11219649891030639,42.98907453397707,42.988992112326684,-0.08418107952491027,163.75622072347196,111.4504267207239
eye,1580312716777,348,"{""x"":144.0542094657966,""y"":111.5144192415458}","{""x"":187.78471450069893,""y"":112.20968378156158}",0.9108600002732262,43.7360316374065,43.730505034902336,0.6952645400157849,165.91946198324774,111.86205151155369
eye,1580312716857,349,"{""x"":145.23413001394414,""y"":110.79824538471436}","{""x"":188.78718572412825,""y"":112.70746942089997}",2.51005326454854,43.59488270559687,43.55305571018411,1.9092240361856057,167.0106578690362,111.75285740280717
eye,1580312716939,350,"{""x"":145.89121632866053,""y"":109.98958462565164}","{""x"":189.94492368103843,""y"":112.03023752331379}",2.6521554374640157,44.10094551976965,44.0537073523779,2.0406528976621416,167.91807000484948,111.00991107448272
eye,1580312717027,351,"{""x"":145.73425307454272,""y"":110.4133100226654}","{""x"":189.86143969923523,""y"":112.730182770098}",3.0055224384984847,44.18796780502853,44.12718662469251,2.3168727474325976,167.79784638688898,111.5717463963817
eye,1580312717109,352,"{""x"":145.48795097694907,""y"":110.3743041177178}","{""x"":189.4654261011752,""y"":112.69772980899413}",3.02424897936236,44.03880817239282,43.977475124226146,2.323425691276327,167.47668853906214,111.53601696335596
eye,1580312717195,353,"{""x"":145.7049561984815,""y"":110.11594230697133}","{""x"":189.73956248173022,""y"":112.64166190079482}",3.2827519250873345,44.106981420035424,44.034606283248706,2.5257195938234815,167.72225934010586,111.37880210388307
eye,1580312717279,354,"{""x"":145.00747048890202,""y"":110.09670481129993}","{""x"":189.32908080522668,""y"":112.64558281884348}",3.291380279821877,44.39484114319451,44.321610316324666,2.54887800754355,167.16827564706435,111.3711438150717
eye,1580312717381,355,"{""x"":144.16499890630254,""y"":111.72833562534004}","{""x"":187.20657472582175,""y"":112.51908437788308}",1.0525049104427595,43.048838922984544,43.04157581951921,0.7907487525430383,165.68578681606215,112.12371000161156
eye,1580312717493,356,"{""x"":143.83632513535838,""y"":113.03931804651322}","{""x"":186.96646849267208,""y"":113.55637551202972}",0.6868465791133648,43.13324256817562,43.1301433573137,0.5170574655165012,165.40139681401524,113.29784677927147
eye,1580312717595,357,"{""x"":142.54325670092325,""y"":114.15968112775761}","{""x"":185.93084847537983,""y"":114.86612379940044}",0.9328152500276825,43.39334259117648,43.38759177445658,0.7064426716428329,164.23705258815153,114.51290246357902
eye,1580312717698,358,"{""x"":142.2370627839063,""y"":114.66576798096608}","{""x"":185.40500460887876,""y"":114.87965619457935}",0.2838864010019856,43.16847170762625,43.167941824972445,0.2138882136132736,163.82103369639253,114.77271208777272
eye,1580312717807,359,"{""x"":143.02461890650787,""y"":113.99988063506626}","{""x"":185.60444773269336,""y"":114.75885856469944}",1.0211790099528806,42.586592612756974,42.57982882618549,0.7589779296331756,164.31453331960063,114.37936959988285
eye,1580312717908,360,"{""x"":143.20606319911403,""y"":114.23011728847061}","{""x"":185.46715071081056,""y"":115.03230961423245}",1.0874475389432154,42.26870036089096,42.26108751169653,0.8021923257618369,164.3366069549623,114.63121345135153
eye,1580312718013,361,"{""x"":142.43398803207216,""y"":113.8281312399165}","{""x"":186.025703665057,""y"":114.30159726694711}",0.6222865521576838,43.59428680349945,43.59171563298483,0.4734660270306108,164.2298458485646,114.06486425343181
eye,1580312718127,362,"{""x"":142.18105655183425,""y"":115.00693625158655}","{""x"":185.67058079462024,""y"":115.94167566723922}",1.2312937318129815,43.49956846497497,43.48952424278599,0.9347394156526718,163.92581867322724,115.47430595941289
eye,1580312718223,363,"{""x"":137.82080547604434,""y"":114.13642959424931}","{""x"":182.6796362053393,""y"":114.99974172122398}",1.1025261937670243,44.86713721899493,44.858830729294965,0.8633121269746766,160.25022084069184,114.56808565773665
eye,1580312718312,364,"{""x"":133.40841428179417,""y"":114.02688068876634}","{""x"":178.78204047273104,""y"":115.0114215771593}",1.2430390028691982,45.38430647785411,45.373626190936875,0.9845408883929565,156.0952273772626,114.51915113296282
eye,1580312718407,365,"{""x"":132.39241190338703,""y"":114.2851122960846}","{""x"":177.85640637669437,""y"":115.38543153304374}",1.3864013591867126,45.47730748287702,45.46399447330734,1.1003192369591375,155.1244091400407,114.83527191456417
eye,1580312718491,366,"{""x"":132.44663941258847,""y"":114.30348984070275}","{""x"":178.3659930073543,""y"":115.32937615844546}",1.2798346513724141,45.93081185106644,45.91935359476582,1.0258863177427031,155.40631620997138,114.8164329995741
eye,1580312718588,367,"{""x"":132.07245909177232,""y"":114.2242722497142}","{""x"":178.02648079607536,""y"":115.38002091133276}",1.440691400438479,45.96855300929526,45.954021704303045,1.15574866161856,155.04946994392384,114.80214658052348
eye,1580312718722,368,"{""x"":131.91839839549024,""y"":114.65336580021798}","{""x"":175.953988739574,""y"":114.41022902921682}",-0.3163479620660952,44.03626156295939,44.035590344083744,-0.24313677100116138,153.93619356753211,114.5317974147174
eye,1580312718811,369,"{""x"":127.40889123780792,""y"":115.83287987298709}","{""x"":169.9677842774094,""y"":112.55725129209569}",-4.401204821654247,42.6847644875334,42.558893039601486,-3.275628580891407,148.68833775760868,114.19506558254139
eye,1580312718906,370,"{""x"":125.43361876201914,""y"":114.58243608333237}","{""x"":166.24914013808842,""y"":108.44635542917675}",-8.549645196905134,41.27418407424515,40.815521376069285,-6.13608065415562,145.84137945005378,111.51439575625456
eye,1580312719001,371,"{""x"":119.66160092509466,""y"":115.95737820067816}","{""x"":160.42539907845972,""y"":102.54740369213795}",-18.20953764706641,42.91287284962389,40.76379815336506,-13.409974508540216,140.0435000017772,109.25239094640806
eye,1580312719096,372,"{""x"":120.43998849568806,""y"":117.34271176844746}","{""x"":159.31773326234224,""y"":99.76961625435939}",-24.323402672273446,42.664888656697194,38.87774476665419,-17.573095514088067,139.87886087901515,108.55616401140342
eye,1580312719195,373,"{""x"":125.97855247446623,""y"":117.86102995603656}","{""x"":163.45225209068474,""y"":99.70262549538992}",-25.85315631633616,41.64139545552006,37.47369961621851,-18.158404460646636,144.7154022825755,108.78182772571324
eye,1580312719292,374,"{""x"":128.74151951233782,""y"":115.57757699100483}","{""x"":168.35820411999077,""y"":98.91225393731091}",-22.814750077781163,42.97923558866803,39.61668460765296,-16.665323053693925,148.5498618161643,107.24491546415787
eye,1580312719382,375,"{""x"":131.80213082827166,""y"":113.98556847954362}","{""x"":170.73566452190502,""y"":98.11510279624326}",-22.177269625065698,42.04392615917427,38.933533693633365,-15.870465683300353,151.26889767508834,106.05033563789344
eye,1580312719473,376,"{""x"":133.20646226087734,""y"":114.0699422479737}","{""x"":172.19319566279563,""y"":98.27076403677285}",-22.06000514035746,42.06636915044528,38.986733401918286,-15.799178211200854,152.6998289618365,106.17035314237327
eye,1580312719562,377,"{""x"":132.96113172695263,""y"":114.1828740088805}","{""x"":172.4548994256764,""y"":98.58623623494225}",-21.54975237471464,42.46189817815725,39.49376769872376,-15.596637773938255,152.7080155763145,106.38455512191138
eye,1580312719661,378,"{""x"":133.4564087383825,""y"":113.83975378200631}","{""x"":173.115125441056,""y"":98.86193627490488}",-20.689932732102957,42.392792167760646,39.6587167026735,-14.977817507101435,153.28576708971923,106.3508450284556
eye,1580312719748,379,"{""x"":134.45414462782864,""y"":112.21420495870913}","{""x"":176.21001878902538,""y"":99.94787083181498}",-16.370840701303106,43.52029388547722,41.75587416119674,-12.26633412689415,155.332081708427,106.08103789526206
